IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
91.107.172.170,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,5071 kB/s
162.19.226.175,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,5071 kB/s
45.38.145.106,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,154 ms,5071 kB/s
51.91.249.154,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,5071 kB/s
188.245.78.127,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,5070 kB/s
91.107.156.154,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,5067 kB/s
91.98.73.200,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,5067 kB/s
65.21.122.159,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,5060 kB/s
195.133.88.80,443,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,170 ms,5059 kB/s
152.228.135.111,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,5058 kB/s
152.70.155.147,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,275 ms,5057 kB/s
45.38.145.40,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,151 ms,5057 kB/s
91.199.32.86,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,190 ms,5051 kB/s
91.107.174.9,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,5048 kB/s
88.99.69.225,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,5043 kB/s
188.215.31.110,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,222 ms,5034 kB/s
45.38.145.144,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,5021 kB/s
45.38.145.200,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,5019 kB/s
91.107.139.102,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,217 ms,5006 kB/s
78.47.176.97,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,5004 kB/s
45.38.145.47,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,5004 kB/s
87.98.235.90,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,189 ms,5002 kB/s
65.109.237.204,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,225 ms,4998 kB/s
51.91.254.22,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,203 ms,4995 kB/s
91.107.178.61,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,206 ms,4988 kB/s
91.99.190.190,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,198 ms,4986 kB/s
37.27.90.102,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,230 ms,4986 kB/s
45.38.145.113,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,4986 kB/s
51.195.116.164,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4977 kB/s
143.42.29.195,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,277 ms,4964 kB/s
45.112.195.198,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,183 ms,4963 kB/s
45.38.145.109,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,4960 kB/s
91.99.165.137,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4956 kB/s
45.38.145.188,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4951 kB/s
95.85.45.175,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,254 ms,4938 kB/s
46.8.228.74,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,231 ms,4936 kB/s
31.58.226.196,2053,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,195 ms,4931 kB/s
91.107.190.140,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4929 kB/s
45.38.145.72,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4928 kB/s
51.91.100.159,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,216 ms,4928 kB/s
91.107.191.89,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,232 ms,4924 kB/s
136.243.204.103,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,4917 kB/s
49.12.66.71,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,279 ms,4915 kB/s
91.107.165.207,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,4915 kB/s
37.27.197.222,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,214 ms,4915 kB/s
188.130.206.254,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,232 ms,4910 kB/s
45.38.145.132,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4900 kB/s
141.94.206.218,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,200 ms,4890 kB/s
91.107.182.33,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,4881 kB/s
45.95.80.203,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,201 ms,4873 kB/s
159.69.46.179,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,4872 kB/s
91.107.190.167,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,196 ms,4870 kB/s
5.39.249.100,2053,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,265 ms,4867 kB/s
46.8.70.161,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,226 ms,4864 kB/s
79.76.56.219,443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,281 ms,4855 kB/s
193.164.155.186,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,218 ms,4848 kB/s
45.38.145.43,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,158 ms,4846 kB/s
217.60.249.83,8443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,177 ms,4830 kB/s
172.237.108.190,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,244 ms,4826 kB/s
91.107.233.151,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,227 ms,4823 kB/s
91.107.178.219,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,4806 kB/s
47.250.139.59,443,true,KUL,MY,Asia Pacific,Kuala Lumpur,亚洲,马来西亚,吉隆坡,🇲🇾,289 ms,4795 kB/s
54.36.103.135,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,209 ms,4791 kB/s
116.203.122.202,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4789 kB/s
45.38.145.115,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,162 ms,4783 kB/s
185.92.183.157,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,236 ms,4778 kB/s
45.38.145.203,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4770 kB/s
45.38.145.241,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,4768 kB/s
45.38.145.226,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,164 ms,4763 kB/s
188.245.194.252,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4762 kB/s
51.91.249.209,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,4759 kB/s
5.75.233.144,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4758 kB/s
51.195.100.48,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4753 kB/s
31.57.105.238,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,222 ms,4747 kB/s
31.57.105.39,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,220 ms,4742 kB/s
94.23.164.46,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,216 ms,4738 kB/s
45.38.145.135,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,164 ms,4733 kB/s
188.165.137.201,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,199 ms,4729 kB/s
45.38.145.89,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4727 kB/s
31.57.63.69,2053,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,173 ms,4720 kB/s
188.245.66.87,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4719 kB/s
5.75.197.38,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,219 ms,4713 kB/s
95.169.162.108,2053,true,KBP,PL,Europe,Kyiv,欧洲,乌克兰,基辅,🇺🇦,211 ms,4699 kB/s
91.107.174.216,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,209 ms,4680 kB/s
135.125.191.9,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4661 kB/s
45.38.145.213,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,4656 kB/s
91.107.132.61,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4652 kB/s
65.109.204.112,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,199 ms,4652 kB/s
159.69.250.58,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,4636 kB/s
161.33.146.137,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,257 ms,4633 kB/s
45.38.145.86,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,4633 kB/s
152.228.191.232,443,true,AMS,FR,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,189 ms,4629 kB/s
5.75.196.98,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,4629 kB/s
45.38.143.54,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,228 ms,4628 kB/s
5.75.139.127,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4621 kB/s
194.87.29.167,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4617 kB/s
91.199.32.81,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,175 ms,4613 kB/s
51.91.253.83,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,241 ms,4609 kB/s
91.107.190.144,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4601 kB/s
45.38.145.141,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4596 kB/s
45.38.145.39,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4594 kB/s
91.199.32.250,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,201 ms,4592 kB/s
91.107.141.129,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,212 ms,4590 kB/s
188.245.165.71,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4584 kB/s
178.128.194.185,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,240 ms,4583 kB/s
87.98.235.174,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,175 ms,4580 kB/s
109.248.162.61,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,297 ms,4566 kB/s
51.195.42.76,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,192 ms,4562 kB/s
45.38.145.81,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,4550 kB/s
45.38.145.189,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4547 kB/s
31.56.204.194,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,212 ms,4543 kB/s
45.38.145.92,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4516 kB/s
88.99.60.34,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4515 kB/s
45.38.145.99,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,197 ms,4512 kB/s
91.107.184.250,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4503 kB/s
91.99.239.34,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,204 ms,4502 kB/s
141.94.220.210,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,4502 kB/s
185.31.200.5,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,269 ms,4498 kB/s
78.47.157.6,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4494 kB/s
45.38.145.42,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4492 kB/s
51.91.253.211,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,189 ms,4473 kB/s
159.69.185.118,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4473 kB/s
91.107.190.167,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,4468 kB/s
45.38.145.173,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,158 ms,4466 kB/s
91.107.152.105,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4463 kB/s
46.8.231.5,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,305 ms,4459 kB/s
51.91.252.191,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,189 ms,4453 kB/s
217.60.252.79,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,296 ms,4450 kB/s
5.9.198.33,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4449 kB/s
91.98.19.19,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4448 kB/s
162.19.212.24,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4445 kB/s
91.107.187.25,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4433 kB/s
5.178.106.204,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4429 kB/s
188.130.206.254,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,212 ms,4424 kB/s
45.38.145.79,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4421 kB/s
45.38.145.56,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4412 kB/s
91.107.161.120,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,4400 kB/s
64.110.106.47,443,true,KIX,JP,Asia Pacific,Osaka,亚洲,日本,大阪,🇯🇵,184 ms,4395 kB/s
188.130.206.202,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,239 ms,4387 kB/s
178.32.58.147,443,true,AMS,FR,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,187 ms,4384 kB/s
91.107.172.162,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4375 kB/s
94.23.168.201,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,210 ms,4373 kB/s
5.178.110.12,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4371 kB/s
45.38.145.34,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4362 kB/s
5.75.203.18,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4361 kB/s
188.215.31.234,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,241 ms,4359 kB/s
45.38.145.221,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4349 kB/s
45.38.143.122,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,210 ms,4346 kB/s
155.248.187.80,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,236 ms,4340 kB/s
45.91.200.130,8443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,157 ms,4340 kB/s
91.107.120.65,443,true,WAW,RU,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,208 ms,4337 kB/s
5.75.196.152,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,215 ms,4332 kB/s
45.38.145.80,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4330 kB/s
49.12.74.212,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,194 ms,4322 kB/s
188.245.187.74,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4319 kB/s
23.88.97.94,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,625 ms,4318 kB/s
45.38.145.49,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,4313 kB/s
51.91.255.197,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,192 ms,4313 kB/s
217.60.37.196,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,241 ms,4312 kB/s
188.34.177.48,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4310 kB/s
141.94.222.46,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,184 ms,4306 kB/s
91.149.239.70,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,191 ms,4303 kB/s
45.38.145.30,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,225 ms,4303 kB/s
141.94.222.73,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,4300 kB/s
5.75.196.103,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,206 ms,4297 kB/s
45.38.145.98,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,4294 kB/s
167.17.178.19,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,233 ms,4293 kB/s
45.38.145.183,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,4291 kB/s
194.233.167.227,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,264 ms,4291 kB/s
138.2.179.161,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4285 kB/s
45.38.145.57,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4282 kB/s
158.180.73.138,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,242 ms,4281 kB/s
45.38.145.180,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4277 kB/s
89.19.44.237,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,4274 kB/s
217.60.36.183,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,275 ms,4263 kB/s
129.154.223.155,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,242 ms,4252 kB/s
51.91.102.36,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,4249 kB/s
91.107.182.239,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,195 ms,4244 kB/s
162.55.187.121,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4242 kB/s
188.166.166.220,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,322 ms,4232 kB/s
91.99.193.58,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,4223 kB/s
31.56.197.181,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,220 ms,4222 kB/s
45.38.139.123,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,209 ms,4218 kB/s
45.38.145.185,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,4217 kB/s
167.235.253.130,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4215 kB/s
193.124.41.203,443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,278 ms,4208 kB/s
51.91.254.189,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,4208 kB/s
45.38.145.114,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,164 ms,4206 kB/s
104.234.50.59,2053,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,272 ms,4201 kB/s
91.199.32.173,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,176 ms,4200 kB/s
128.140.33.48,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4198 kB/s
141.94.222.46,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,170 ms,4198 kB/s
31.57.93.81,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,217 ms,4198 kB/s
45.38.145.48,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,155 ms,4197 kB/s
91.107.130.98,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4195 kB/s
91.107.186.7,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4181 kB/s
45.38.145.61,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,4179 kB/s
51.38.227.155,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,185 ms,4178 kB/s
37.27.90.102,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,256 ms,4177 kB/s
152.69.201.29,8443,true,KIX,JP,Asia Pacific,Osaka,亚洲,日本,大阪,🇯🇵,215 ms,4175 kB/s
188.165.54.172,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,4167 kB/s
95.216.17.80,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,192 ms,4167 kB/s
157.90.22.102,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4155 kB/s
31.56.196.63,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,339 ms,4140 kB/s
178.255.222.64,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,4137 kB/s
45.38.145.178,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,153 ms,4134 kB/s
45.38.145.124,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,160 ms,4133 kB/s
45.38.139.220,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,217 ms,4130 kB/s
159.69.180.122,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4130 kB/s
23.88.32.153,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,202 ms,4128 kB/s
104.248.130.109,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,4121 kB/s
91.107.136.49,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,4116 kB/s
91.99.190.227,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,4108 kB/s
45.38.145.96,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4102 kB/s
91.199.32.56,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,176 ms,4100 kB/s
